,bot,human
1281,hello,hi
1282,how are you doing,im fine. how are you doing too?
1283,im doing great thanks,Do you like action movies?
1284,yes i love them. what was the last movie you watched?,Old Guard
1285,you like old movies?,yeah. some of them. I liked Schneiders list
1286,nice. have you seen one that made you cry?,I think Titanic nearly did. lol. How about you? ever cried for a movie
1287,"OK, how about Like a Boss?",what boss?
1288,are you sure you want to see that movie trailer?,I havent seen that. who is your favorite actor?
1289,"oh, i dont have a favorite actor, i like them all. whats the last movie you watched?",Old guard. 
1290,would you like to see the trailer for this movie?,accept
1291,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
1292,,
1293,A3C8JI69WPTKWH,
1294,hello! how are you?,hi. im good. how are you?
1295,"fine, thanks! do you want to watch a movie?","yes I do but Im not sure what to watch,"
1296,well what type of movies do you enjoy watching?,I like many kinds of movies. Maybe something upbeat
1297,Have you seen Like a Boss?,No. What is it about?
1298,it is about 9 out of 10 superheros,Ive never heard of it. Did it get good ratings?
1299,it did well in the box office,What genre is it?
1300,it is a comedy,Any other recommendtions?
1301,I am recommending Bad Boys for Life.,Is that comedy also?
1302,yes it is,Whats it about?
1303,"it is about Marcus Burnett is now a police inspector and Mike Lowery is in a midlife crisis. They unite again when an Albanian mercenary, whose brother they killed, promises them an important bonus.",Sounds interesting. 
1304,"yes, it is.",Ok thanks. Ill watch that.
1305,"the movie stars an albanian actor, whose name i cant remember, and it was filmed at universal studios in the grand canyon.",Sounds good.
1306,"to make it even more interesting, this movie won 6 academy awards, including 5 nominations for a grand total of 9 awards.",Oh wow that is impressive!
1307,"oh yeah, the movie won 9 awards for visual effects, screenplay, soundtrack, cinematography, and the video score.",I will definitely take your recommendation then.
1308,happy to hear that!,[quit]
1309,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/F9x4cb7P-hI Thanks for chatting with me!",
1310,,
1311,A17GHP8L89ZSD5,
1312,"hello, how are you?",HI
1313,what kind of movies do you like?,ACTION MOVIE
1314,i like action movies too. who are your favorite actors?,ARNOLD
1315,"haha i like action movies too, have you seen fast furious 7",QUIT
1316,i have seen avengers: endgame did you like the movie?,quit
1317,"TASK COMPLETE, Thanks for chatting with me!",
1318,,
1319,A2LV5432PV1S39,
1320,"hello, how are you?",Hi! Im good and you?
1321,good! what kind of movies do you like?,Action movies are my favorite.
1322,who is your favorite andy garcia actor?,I dont think Ive seen any of his performances. I do really like Bruce Willis.
1323,"ah, so i guess you havent seen the avengers: endgame movie? its my all time favorite. i thought that bruce willis did an amazing job in it.","No, I havent seen it."
1324,"ok, would you like to watch this movie trailer?",Yes
1325,max steel did great in it and i thought bruce willis did an even better job in it. i think youll really like it.,"OK, Ill check it out!"
1326,okay great,accept
1327,"TASK COMPLETE, Thanks for chatting with me!",
1328,,
1329,A33DJF06UZXG3Y,
1330,"hello, how are you?","hey, Im doing fine"
1331,what kind of movies do you like?,"Im into very artistic , stylized movies that dont take the viewer for a fool"
1332,i love those type of movies too. what was the last movie that you watched?,the last one I watched all the way through was The Exorcist III
1333,thats such a good movie. i definitely see the value in that type of movie.,"yeah, very artistic and a great successor to the original. the sound design is incredible "
1334,would you like to see the original or the new one?,I would like to see the original but I did very much like newer one
1335,"ok, then. you should also be watching the 2007 one, i highly recommend that as well.","oh, I had never heard of that. I wonder if it has Blattys involvement "
1336,"its nothing like the first, but i do think they tried to make a cohesive story that doesnt feel disjointed.","thats cool, Ill look into it some more "
1337,let me know what you think of it. what other movies do you like?,
1338,I would recommend Like a Boss.,why is that?
1339,because it is a very well done movie with a wonderful cast.,who does it star?
1340,you have to look him up,"oh, okay. why is it very well made? maybe Ill look into it"
1341,because it stars kumail nanjiani as mr. rogers who is often a heartfelt friend in the movie,"oh, thats kinda cool. I never would have expected him to play that role"
1342,i would recommend you check it out then.,thanks\
1343,"now if you dont mind, im going to grab another cup of coffee.","okay, seeya. "
1344,my pleasure,[accept]
1345,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
1346,,
1347,A8C3WNWRBWUXO,
1348,"hello, how are you doing?","good, thanks!"
1349,great! so what kind of movies do you like to watch?,"Action, comedy, mystery"
1350,"awesome, i like action and action movies","great, i need some good suggesions, got any?"
1351,Have you seen Like a Boss?,No. who is in that one please
1352,tom cruise,"Sounds good, his movies are usually good."
1353,yea what about you?,what other good movies are out right now.
1354,I am recommending Bad Boys for Life.,who stars in it?
1355,tomm cruise,"how about brad pitt , Ewan mcgregor or christian bale movies , got any from them ?"
1356,Have you seen Avengers: Endgame?,"no, i did like the last one"
1357,assassins creed endgame,what else
1358,Have you seen Max Steel?,"no, is it a comedy"
1359,"no, its about The adventures of teenager Max McGrath and his alien companion, Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",anything else?
1360,"for now, thats all ive got.","ok, thanks a lot"
1361,no problem. enjoy the movie!,"ok, i think i will see assassins creed, thanks"
1362,oh yeah! awesome game.,have a nice day
1363,you too!,complete chat
1364,youre such a good conversationalist!,"thanks, you too"
1365,thank you,how do i go to the next chat
1366,what do you mean?,there are five chats to do and no button to go to the next one
1367,oh ok,
1368,ok i will let you do the chat,quit
1369,Task Finished!,
1370,,
1371,A1ROEDVMTO9Y3X,
1372,hello! how are you?,Fine
1373,great! how are you doing today?,Fine
1374,i see. what kinds of movies do you like?,Comedy
1375,what was the last comedy that you watched?,Borat
1376,that was a great movie! did you like it a lot?,"Yes, I did"
1377,I am recommending Like a Boss.,accept
1378,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
1379,,
1380,A3NN2AK1DFDNDU,
1381,"hello, how are you?","Im doing fine, how are you?"
1382,i am great.,Thats good!
1383,what kind of movies do you like?,Action movies!
1384,that is a great genre,Thank you! Any suggestions?
1385,it depends on what genre of movies you like.,Action Movies.
1386,i see. have you seen the avengers: endgame,"No, I havent."
1387,"you should watch it, it was a fun movie.",accept
1388,"TASK COMPLETE, Thanks for chatting with me!",
1389,,
1390,ASVRLMDNQBUD9,
1391,hello how are you?,"Im ok, how are you?"
1392,good to hear. i am good as well.,Thats good
1393,would you like to watch a movie trailer?,What kind of movie trailer?
1394,"it depends on your preference. if you would like to watch a movie in theaters, what kind of movie trailer would you like to see?",How about Sci-fi or Fantasy.
1395,"oh, those are great. do you prefer the older sci-fi or the newer sci-fi movies?",newer really.
1396,"OK, how about Bloodshot?",Can you tell me about it a little bit?
1397,"it is a combination of the x-men and a twist at the end. Ray Garrison, a slain soldier, is re-animated with superpowers.",What kind of superpowers?
1398,"alfred molina is in this movie as a mystic, who serves as a secret agent to take out bad guys.",Is there any space type movies you can suggest?
1399,I would recommend Jungle Cruise.,Tell me about it.
1400,i have heard that terminator: dark fate starring cera an emily blunt is a good one.,Whats Jungle Cruise about?
1401,it is about a group of apes who live on a jungle island. they have a lot of trouble making them like them.,Can you recommend a fantasy movie?
1402,have you watched the movie maleficent: mistress of evil,no
1403,alfred molina he was in that movie.,who is he?
1404,alfred molina he is a chinese actor.,Can I watch a trailer of it?
1405,I would recommend Like a Boss.,What kind of movie is that?
1406,an awesome movie. you should definitely watch it.,Ok I will give it a shot.
1407,alright cool,Thanks
1408,no problem. any other questions?,None that I can think of.
1409,what about kids movies?,nah
1410,I would recommend Bad Boys for Life.,quit
1411,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/F9x4cb7P-hI Thanks for chatting with me!",
1412,,
1413,A2QZU6VOIL30J3,
1414,hello! how are you doing today?,im very good you
1415,great to hear! have you seen any movies lately?,yes it was a good action movie
1416,glad to hear that! what kind of movies do you enjoy watching?,i like action and comedy
1417,what are some of your favorite movies?,i really like the matrix
1418,have you seen the matrix: reloaded & matrix: revolutions,yes
1419,you are in for a ride then! revolutions,i know i loved it
1420,would you like to watch this movie trailer?,no thank you ive seen it many times
1421,do you like prestige cast?,i havent seen it 
1422,so ill just recommend you a prestige casted movie,ok
1423,I am recommending Like a Boss.,[accept]
1424,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
1425,,
1426,A10249252O9I20MRSOBVF,
1427,"hello, i am here to help you find a good movie.",Hello I would like to watch a comedy movie.
1428,do you have a particular actor or actress that youd like to see in it?,I do not have a particular one I want to see.
1429,id recommend like a boss starring margot robbie,What is this movie about?
1430,like a boss is a good movie.,accept
1431,"TASK COMPLETE, Thanks for chatting with me!",
1432,,
1433,A2XM0NXWJSURRX,
1434,"hello, i am here to help you looking for a movie trailer",yes
1435,"CHATBOT ERROR! Sorry, please click complete chat",
1436,,
1437,A3QXFWX1PVH5MJ,
1438,"hello, how are you doing today?","Hi, good and you?"
1439,"great, im here to help you find a movie. what kind of movies do you like to watch?",adventures
1440,great! do you prefer newer or older movies?,both
1441,both is a good choice! what is the last movie you watched?,Greenland
1442,"nice, which actors did you like the best?",Gerard Butler
1443,did you like him in that movie?,Yes
1444,"OK, how about Like a Boss?","ok, Ill try it!"
1445,"ok, i will recommend that movie.",Ill watch it.
1446,"OK, how about Bad Boys for Life?",accept
1447,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/F9x4cb7P-hI Thanks for chatting with me!",
1448,,
1449,AMELYCC59JKB0,
1450,"hello, how are you doing tonight?",cyanBot
1451,youre looking for a movie recommendation?,yes
1452,"CHATBOT ERROR! Sorry, please click complete chat",
1453,,
1454,A2615YW1YERQBO,
1455,hello how are you?,ia am fine
1456,i see you have a great selection of movies. what type of movies do you like?,action
1457,Would you prefer to watch Like a Boss?,yes
1458,sounds good. what kind of movie are you looking for?,action movie
1459,would you like a faster car?,farrari
1460,"farrari sounds nice, would you like a fast car?",TESLA P90D
1461,ok. what type of music do you like?,love music
1462,me too. what is the last movie that you watched?,The New Mutants
1463,i have not seen that one, Holidate
1464,ok. what was the last movie that you watched?, Holidate
1465,I am recommending Bad Boys for Life.,no
1466,what movie did you like in 2017 ?,Star Wars: The Last Jedi
1467,the last jedi,"Yes, thats the one"
1468,I recommend the movie Onward.,Really? Whats it about?
1469,that depends on how much you like star wars .,I really like Star Wars
1470,then the movie is great.,Whats the plot?
1471,"Set in a suburban fantasy world, two teenage elf brothers embark on a quest to discover if there is still magic out there.",interesting. Is it dark?
1472,its a family movie.,very good. Who are the lead actors?
1473,"Set in a suburban fantasy world, two teenage elf brothers embark on a quest to discover if there is still magic out there.",Who are the starring actors?
1474,"ron perlman as munch, mike myers as munchs brother, de niro as gabe, and many more! i think you will love it!",Ron Perlman is a fantastic actor
1475,he sure is. mike myers is awesome too.,Yes he is.
1476,Task Finished!,
1477,,
1478,A2UO3QJZNC2VOE,
1479,"hello, i am here to help you looking for a movie trailer",I am looking forward to it
1480,what kind of movie do you like?,superhero movies
1481,well i think you will like the movie avengers: endgame do you know what type of movie trailer you like?,I have seen that movie and do like it
1482,"OK, how about Avengers: Endgame?",I think that is a good one
1483,what about action movie?,I do like action movies
1484,Would you prefer to watch Max Steel?,I do not think si
1485,ok that is great.,Okay
1486,"CHATBOT ERROR! Sorry, please click complete chat",
1487,,
1488,A1PAMVTKGCXSWQ,
1489,hello,hello
1490,how are you?,fine
1491,i am doing great. what was the last movie you have watched?,drama
1492,did you like it?,very liked
1493,what is your favorite genre?,comedies
1494,not my preference. do you like to go to the movies often?,yes
1495,perfect! do you like newer movies or older movies better?,new
1496,then i recommend the new the kings man,yes
1497,so would you like to watch this movie trailer?,yes
1498,great! it has good reviews.,yes good
1499,got it,okay
1500,ok,bye
1501,okay bye have a good day!,good
1502,ok have a good day,okay
1503,Would you prefer to watch Like a Boss?,yes like
1504,okay have a good day,yes many experience
1505,Have you seen Bloodshot?,yes
1506,have you seen,yes  i have seen
1507,nice,nice
1508,I would like to recommend Bad Boys for Life.,no
1509,bad boys for life has got many icon in boxing,yes
1510,Task Finished!,
1511,,
1512,ARYL3C6N9SVV1,
1513,hello there! how are you?,Doing good. Im in the mood for a comedy.
1514,like a boss,"No, not quiet. Maybe something with Will Ferell"
1515,Would you prefer to watch Like a Boss?,"No, what else can you recomment?"
1516,noone else like zach greffin?,"No, what about Adam Sandler?"
1517,I would recommend Bad Boys for Life.,"Ive seen that one, what else can you recommend?"
1518,well maybe a movie that reminds you of a time you met an awesome person.,"Sure, what would you recommend?"
1519,Have you seen Onward?,"No. That sounds interesting,"
1520,it is very awesome.,accept
1521,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/Alv1znZA6Es Thanks for chatting with me!",
1522,,
1523,A2NO3OTBZYY43Z,
1524,hello how are you,"Good, how about you"
1525,i am good. any plans this weekend?,"No, nothing "
1526,what kind of movies do you like?,I like action and comedies
1527,ari graynor how old is he.,I dont know
1528,do you want to watch this movie trailer?,"No, I dont like watching movie trailers"
1529,what is the last movie you watched,Star Wars the last skywalker
1530,how would you rate it,"average, 3 out of 5"
1531,Have you seen Like a Boss?,I have not
1532,are you interested in watching the movie trailer?,I dont like trailers
1533,what about the movie onward,Havent seen that
1534,what about what about the movie onward,I have not seen that
1535,I am recommending Bad Boys for Life.,[accept]
1536,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/F9x4cb7P-hI Thanks for chatting with me!",
1537,,
1538,A8C3WNWRBWUXO,
1539,hello! how are you doing?,"Good, and you?"
1540,great! im here to recommend a movie for you. what type of movies do you enjoy watching?,Intelligent Sci-fi is one that I like.
1541,I am recommending Bloodshot.,Not heard of it.
1542,"hmm, would you like to watch this movie trailer?",Tell me more about it.
1543,ok. so you are on a cruise liner with some friends who have a flight. they are trying to take a selfie of the ceiling with their eyes but some black mold starts growing on the boat.,Sounds weird.
1544,it is pretty weird.,Who is in it?
1545,"here is the cast of the movie. actors include robin williams, tom cruise, ben affleck, kate beckinsale",Sounds like an all star cast.
1546,i guess you would like to see the movie trailer?,accept
1547,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/KB_uCjht0nA Thanks for chatting with me!",
1548,,
1549,A1V2H0UF94ATWY,
1550,hello there. how are you?,Hey. I’m good. How are you?
1551,im doing great today. hope you are too. how about you?,I’m just relaxing and watching a movie. 
1552,what was the last movie that you watched?,Cabin in the Woods. 
1553,that was pretty good.,It’s a great homage to horror films and is a lot of fun. 
1554,it was great chatting with you today. i look forward to chatting with you again.,You too!
1555,i would like to go back to the movies with you. i have a few favorites.,OK
1556,i recommend underwater,"I’ve seen that. Sorry, but I didn’t think it was very good. "
1557,well its at least one of your favorites lol,That doesn’t make any sense. 
1558,I am recommending Antlers.,I’ve heard about this movie and it looks good. I look forward to watching it. 
1559,what about zombieland: double tap,I’ve seen that one several times. It’s amazing. 
1560,i’m glad you liked the movie so much.,Accept
1561,will do!,Can you recommend any other movies?
1562,Have you seen The Turning?,Accept. 
1563,great! i hope you like the movie.,Complete chat
1564,Have you seen Like a Boss?,Accept
1565,how about a movie recommendation?,Quit
1566,I would like to recommend Underwater.,Complete chat
1567,"cool, i would recommend that movie.",Quit
1568,I am recommending Bad Boys for Life.,[quit]
1569,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/F9x4cb7P-hI Thanks for chatting with me!",
1570,,
1571,A2615YW1YERQBO,
1572,hello,hello
1573,hello,[quit]
1574,"TASK COMPLETE, Thanks for chatting with me!",
1575,,
1576,A272X64FOZFYLB,
1577,"hello, how are you doing today?","Hello! I am doing great, thanks for asking. I hope you are well."
1578,i am doing just great. thank you!,"I love action, science fiction, drama and mystery films. Some of my favorite movies are Star Wars and The Revenant. I have many other movies I like too. What are your favorite genres?"
1579,I would like to recommend Bloodshot.,What type of movie is Bloodshot? Can you tell me about it?
1580,it is a dark comedy sci fi film with a wonderful cast,What is the story about? It sounds interesting so far.
1581,"its about Ray Garrison, a slain soldier, is re-animated with superpowers.",Are the actors well known?
1582,it is a newer movie so the cast is not as big as it could be.,"I see! I always like to give newer films a chance, because otherwise they would never get popular."
1583,it is based on the 1964 book.,Bloodshot sounds like a movie I will consider seeing. Thanks for the tip. Do you have any other sci-fi or action recommendations with top actors? I like Matt Damon and space movies.
1584,I would like to recommend The New Mutants.,Ive heard of it. What is your review of The New Mutants?
1585,i loved it. it was different. i loved the relationship between xavier and matt damon. he is always getting into trouble.,I will be putting that on my list of movies to see soon!
1586,awesome. i hope you enjoy!,"If you had to give one movie recommendation, what is the best one youd tell a sci-fi fan to see?"
1587,the first movie staring the lovechild of matt damon and will smith was great!,What is the title of it?
1588,i think its called the hitchhikers guide to the galaxy,What is your most loved movie? Could you recommend it to me?
1589,the movie sam heughan and has always been one of my favorites,Thank you for your recommendations! I love movies and want to see these soon.
1590,you are welcome! enjoy your movie viewing!,[accept]
1591,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/HwT879-4Wjs Thanks for chatting with me!",
1592,,
1593,A263Y9ZPYSSTB9,
1594,hello,"hello, CyanBot"
1595,how are you?,"I am good, how are you?"
1596,"pretty good, thanks. ive just been watching movies for fun.",What movies did you watch?
1597,"im not sure, i just start random movies",Do you have any movie recommendation?
1598,"probably a older movie, or newer movie.",What some of the newer movies that you like
1599,Have you seen Like a Boss?,"No, i have not. what kind of movie is that"
1600,it is about a disabled person who doesnt like to work but feels they have no choice,That sounds like a good movie. I like more like action movies
1601,max steel,any other ones?
1602,"no, i am sorry. but i know that there is also a movie called max steel with ben affleck",accept
1603,"TASK COMPLETE, movie trailor link: www.youtube.com/watch/xOQioNJZ_qc Thanks for chatting with me!",
1604,,
